url,subject,description,owner_id,owner_name,reviewer_id,reviewer_name
https://review.opendev.org/136203,Add OSSN-0040 security groups don't work with vip and ovs plugin,Add OSSN-0040 security groups don't work with vip and ovs plugin Closes-Bug: #1163569 Change-Id: I4f554241fd2e18ce29a6a93ed495c8afe539e363,9278,Steven Weston,"[3, 105, 964, 2807, 6772, 6804, 6951, 7063, 7244, 9098, 9278, 10980, 11302, 11716, 12325]","['Jenkins', 'Kyle Mestery', 'Anne Gentle', 'Bryan D. Payne', 'Stephen Gordon', 'bruce-benjamin', 'Brandon Logan', 'Robert Clark', 'Victor Howard', 'Nathan Kinder', 'Steven Weston', 'Doug Wiegley', 'Phillip Toohill', 'Tim Kelsey', 'Nathaniel Dillon']"
https://review.opendev.org/228596,Add security groups dscp spec,"Add security groups dscp spec This adds the spec ""Add a 'dscp' field to security group rules to screen ingress traffic by dscp tag as well as IP address"" to the Mitaka specs directory, to start community discussion. Closes-bug #1498957 Change-Id: I2aa341fd7ba860c62fa16f00ffac3d4e8df4562d",13995,Nate Johnston,"[3, 7244, 11682, 13995, 14033, 17211, 17711]","['Jenkins', 'Victor Howard', 'Ryan Moats', 'Nate Johnston', 'James Reeves', 'Brandon Palm', 'Margaret Frances']"
https://review.opendev.org/89712,Open vSwitch-based Security Groups: OVS FirewallDriver,Open vSwitch-based Security Groups: OVS FirewallDriver Specification for implementing Open vSwitch-based security groups. Change-Id: I6862d21e6fe967036a301e061f3d56a8ee4ed2a5,6670,Amir Sadoughi,"[3, 105, 261, 333, 2031, 2592, 3185, 4149, 4656, 6670, 6854, 7170, 7787, 7823, 10257, 11604, 11785]","['Jenkins', 'Kyle Mestery', 'Salvatore Orlando', 'Isaku Yamahata', 'Nachi Ueno', 'Mark McClain', 'Alessandro Pilotti', 'Itsuro Oda', 'Sean M. Collins', 'Amir Sadoughi', 'YAMAMOTO Takashi', 'Zang MingJie', 'Kevin Benton', 'Xiang Hui', 'Sridhar Gaddam', 'sean mooney', 'henry.hly']"
https://review.opendev.org/136742,Add security groups for nova.,Add security groups for nova. As current implementation of puppet-nova can't realize nova security groups: 1. Nova security group type and provider implemented 2. Nova security rule type and provider implemented Also new openstack::nova::security class added that implements base functionality of security groups in Fuel. Change-Id: I58372ccfc0e5859b6512ebf785b3df45756dc2d1 Closes-Bug: 1349819,11827,Stanislaw Bogatkin,"[3, 6926, 8786, 8971, 9037, 9387, 11827, 13344, 14774]","['Jenkins', 'Bogdan Dobrelya', 'Vladimir Kuklin', 'Fuel CI', 'Dmitry Ilyin', 'Aleksandr Didenko', 'Stanislaw Bogatkin', 'Oleksiy Molchanov', 'Fuel TPI CI']"
https://review.opendev.org/209900,Add security to libvirtd,Add security to libvirtd Allow libvirt to be accessed only from management network Change-Id: Ie1ae2e3e91967179c5cf9e9bf54863369071d572 Closes-Bug: 1477543,13344,Oleksiy Molchanov,"[3, 6926, 8971]","['Jenkins', 'Bogdan Dobrelya', 'Fuel CI']"
https://review.opendev.org/209901,Add security to libvirtd,Add security to libvirtd Allow libvirt to be accessed only from management network Change-Id: Ie1ae2e3e91967179c5cf9e9bf54863369071d572 Closes-Bug: 1477543,13344,Oleksiy Molchanov,"[3, 6926, 8971]","['Jenkins', 'Bogdan Dobrelya', 'Fuel CI']"
https://review.opendev.org/209903,Add security to libvirtd,Add security to libvirtd Allow libvirt to be accessed only from management network Change-Id: Ie1ae2e3e91967179c5cf9e9bf54863369071d572 Closes-Bug: 1477543,13344,Oleksiy Molchanov,"[3, 6926, 8971]","['Jenkins', 'Bogdan Dobrelya', 'Fuel CI']"
https://review.opendev.org/189171,Use fanout RPC message to nofity the security group's change,"Use fanout RPC message to nofity the security group's change when a security group members or rules change, if it just notify the l2 agents with 'security_groups_member_updated' or 'security_groups_rule_updated', the all related l2 agents need to get the security group details through RPC from neutron-server, when the number of l2 agents is large, the load of neutron-server is heavy. this patch use fanout RPC message with the changed sg details to notify the l2 agents, then l2 agents which has the related devices update the sg information in their memory, they do not need to get the sg details through RPC. Change-Id: I3eca91afe58389c447fa9c1c59e15f0e21e89111",8976,shihanzhang,"[3, 105, 1561, 4395, 5170, 5948, 7787, 8344, 8788, 8976, 9008, 9681, 9682, 9732, 9751, 9787, 9845, 10121, 10153, 10184, 10386, 10387, 10692, 14208, 14212, 14213, 14214, 14215, 14216, 14323, 14571, 15296, 15309, 15444, 15752, 15894, 16707]","['Jenkins', 'Kyle Mestery', 'Russell Bryant', 'Aaron Rosen', 'Microsoft Hyper-V CI', 'Oleg Bondarev', 'Kevin Benton', 'fumihiko kakuma', 'Miguel Angel Ajo', 'shihanzhang', 'VMware NSX CI', 'Ryu CI', 'OpenContrail CI', 'Mellanox CI', 'IBM DB2 CI', 'Big Switch CI', 'Arista CI', 'Metaplugin CI', 'One Convergence CI', 'Nuage CI', 'OpenDaylight CI', 'Freescale CI', 'Brocade Vyatta CI', 'Cisco CI', 'Cisco Tail-f CI', 'Cisco N1kv CI', 'Cisco APIC CI', 'Cisco CSR1kv CI', 'Cisco vpnaas CI', 'HP Networking CI', 'Intel Experimental CI', 'Brocade Openstack CI', 'zhaobo', 'Cisco FWaaS CI', 'Intel SR-IOV CI', 'Pluribus Networks CI', 'Mohankumar']"
https://review.opendev.org/212279,Use security group id for neutron launch instance,"Use security group id for launch instance When there are two security groups with the same name, it would not be possible to launch instance with security group name. Change-Id: I65c39eb728916010f0057440d856cd00f59763d9 Closes-bug: #1483091",4428,Liyingjun,"[3, 841, 4428, 14151, 16769]","['Jenkins', 'Akihiro Motoki', 'Liyingjun', 'ziyu032', 'Lucas Palm']"
https://review.opendev.org/218525,Wrong Link to External Site Integrity life-cycle in Security Guide,Wrong Link to External Site Integrity life-cycle in Security Guide A link to dm-verity under the section Node Hardening of Integrity life-cycle is incorrect. The current link points to a a Google Code page. The dm-verity project is now part of the Cryptsetup utility and has been moved to project Gitlab wiki. This bug fix updates the dm-verity link the Integrity life-cycle to point to the wiki page in Gitlab for the Cryptsetup utility. Change-Id: Ib4eec8bb73a9607ac632f35c839a47e4dcd5d4ff Closes-Bug: #1490049,14606,Jeffrey Olsen,[],[]
https://review.opendev.org/203173,Add VRRP protocol to security group API,Add VRRP protocol to security group API Change-Id: I79381b5fcd506a6f7b6cba7d7b3c2f0038e86c0d Closes-bug: #1475717,10850,German Eichberger,"[3, 105, 4656, 5170, 8124, 8976, 9681, 9732, 9751, 9911, 10153, 10184, 10257, 10386, 10387, 10692, 10850, 14208, 14212, 14323, 15296, 17096]","['Jenkins', 'Kyle Mestery', 'Sean M. Collins', 'Microsoft Hyper-V CI', 'cbrandily', 'shihanzhang', 'Ryu CI', 'Mellanox CI', 'IBM DB2 CI', 'Wei Wang', 'One Convergence CI', 'Nuage CI', 'Sridhar Gaddam', 'OpenDaylight CI', 'Freescale CI', 'Brocade Vyatta CI', 'German Eichberger', 'Cisco CI', 'Cisco Tail-f CI', 'HP Networking CI', 'Brocade Openstack CI', 'Aditi Rajagopal']"
https://review.opendev.org/169611,Add security testing for transport layer check,Add security testing for transport layer check The test cases check all resources related URLS in service creation response / service listing response/ service GET response are using HTTPS for transport security. Both reponse boy and all HTTP headers are checked. The test cases fail if HTTP is used. Change-Id: I4da455b52124d8fa247de5b7931fc5f48f879512 Implements: blueprint security-testing,15259,Michael Xin,"[3, 7498]","['Jenkins', 'Malini Kamalambal']"
https://review.opendev.org/183909,Fix API misimplementation for security groups,"Fix API misimplementation for security groups According to the Compute API reference [1], the 'description' parameter is optional when creating a security group. But the current implementation returns a HTTP 400 when this parameter is not specified. This patch modifies the validation check, so that omitting 'description' or passing an empty string is OK. [1]: http://developer.openstack.org/api-ref-compute-v2-ext.html#createSecGroup Change-Id: I404dd30c7dac4b8a9e01cf2ea62fa404fdcce3de Closes-Bug: #1434172",12561,Adrien Vergé,"[3, 970, 1653, 4690, 5170, 5754, 5803, 6167, 6482, 7872, 8556, 8768, 9008, 9578, 10118, 10385, 12561, 15286, 15751, 15888]","['Jenkins', 'Dean Troyer', 'garyk', 'melanie witt', 'Microsoft Hyper-V CI', 'Alex Xu', 'Attila Fazekas', ""Ken'ichi Ohmichi"", 'Steve Martinelli', 'Marc Koderer', 'Ghanshyam', 'Chris Friesen', 'VMware NSX CI', 'DB Datasets CI', 'IBM PowerKVM CI', 'Citrix XenServer CI', 'Adrien Vergé', 'XenProject CI', 'Intel PCI CI', 'Zhenyu Zheng']"
https://review.opendev.org/211282,"If a Neutron security group rule protocol is ICMP, port_range_max value must be an ICMP code.","If a Neutron security group rule protocol is ICMP, port_range_max value must be an ICMP code. Change-Id: Ib1e972ecb9a28f4d5c7944b5a871ec165039eeb5 Closes-Bug: 1483292",17218,Matt Dorn,"[3, 6843]","['Jenkins', 'Phil Hopkins']"
https://review.opendev.org/169450,Add security testing for authorization and update client,Add security testing for authorization and update client These test cases cover authorization checks for service functions. They check whether it is possible to create/patch/list/delete services without valid tokens or no token at all. It also check whether it is possible to create/patch/list/delete services of one user using another user's valid token. The supposed repsonses should be 401 errors. The client's code is updated to include requestslib_kwargs=None for functions that do not implement requestslib. It is possible to modify paylaods and headers with this addtion. Change-Id: I01ef2b2fd22b2a21d84ed39bfbfee73e5fdc8b93 Implements: blueprint authentication,15259,Michael Xin,"[3, 7498, 14177]","['Jenkins', 'Malini Kamalambal', 'Christopher Powell']"
https://review.opendev.org/164257,Adds security tests to automate checking of common vulnerabilities,Adds security tests to automate checking of common vulnerabilities This is an initial set of security tests for the poppy CDN component Change-Id: Iada937545634d2c8d4ae30c1b7798135cd4bb996,14099,Henry Yamauchi,"[3, 10068]","['Jenkins', 'Welcome, new contributor!']"
https://review.opendev.org/180327,Remove namespace argument from security group initialization,"Remove namespace argument from security group initialization Neutron security groups (iptables, ipsets) are always configured in the ""root"" namespace on compute nodes, so the namespace argument is not required and never used. Remove it from the firewall code and related call sites. Noticed while doing other ipset work. Change-Id: I4996e2e79da0ec9bbe7980acea60bf5ce3c825ae",1131,Brian Haley,"[3, 1131, 5170, 6524, 6659, 7448, 7787, 8645, 8788, 9656, 9681, 9682, 9732, 9751, 9787, 9845, 10116, 10117, 10121, 10153, 10184, 10387, 10692, 14208, 14212, 14213, 14214, 14215, 14216, 14323, 14571, 15752]","['Jenkins', 'Brian Haley', 'Microsoft Hyper-V CI', 'Henry Gessau', 'Paul Michali', 'Carl Baldwin', 'Kevin Benton', 'Trinath Somanchi', 'Miguel Angel Ajo', 'Ihar Hrachyshka', 'Ryu CI', 'OpenContrail CI', 'Mellanox CI', 'IBM DB2 CI', 'Big Switch CI', 'Arista CI', 'NEC CI', 'PLUMgrid CI', 'Metaplugin CI', 'One Convergence CI', 'Nuage CI', 'Freescale CI', 'Brocade Vyatta CI', 'Cisco CI', 'Cisco Tail-f CI', 'Cisco N1kv CI', 'Cisco APIC CI', 'Cisco CSR1kv CI', 'Cisco vpnaas CI', 'HP Networking CI', 'Intel Experimental CI', 'Intel SR-IOV CI']"
https://review.opendev.org/201223,networking-tricircle core plugin and security group,networking-tricircle core plugin and security group Initial implementation include option to use ML2 but it seem that it will be better to use a core plugin (more control) over the process Change-Id: Ic63e7a3d0a1b171d43aff535b65c949e9e51ff4f,2023,Saggi Mizrahi,"[3, 6598, 11819, 12076, 13070, 13629, 16911]","['Jenkins', 'Berezovsky Irena', 'Chaoyi Huang', 'Zhiyuan Cai', 'Eran Gampel', 'Zhipeng Huang', 'HUAWEI CASCADE CI']"
https://review.opendev.org/187095,Discuss bridge/netfilter & OVS Hybrid driver with security groups,"Discuss bridge/netfilter & OVS Hybrid driver with security groups With the dependent change the OVSHybridIptablesFirewallDriver ensures the netfilter-runs-on-bridges option is set. Remove this from the manual steps, and add an explanatory note where security-groups are being setup in the guide. Change-Id: I42c6a0219d960b682bb4a39727c87151bc3ef1a8 Depends-On: If2d316eb8c422dc1e4f34b17a50b93dd72993a99",7118,Ian Wienand,"[3, 612, 7118, 9162, 9515]","['Jenkins', 'Tom Fifield', 'Ian Wienand', 'Lana Brindley', 'Matthew Kassawara']"
https://review.opendev.org/105880,Add ability to change VIP security group,Add ability to change VIP security group * Convert Edit VIP form to a workflow. This is consistent with editing an instance in the Instances dashboard. * Add a workflow step that allows the security group on a VIP port to be changed after creation of the VIP. Closes-Bug: #1325397 Change-Id: I64631bf56427e79cf5e32a12d1925113d16ac3dc,11901,Nathan Manville,"[3, 2455, 4395, 6763, 7187, 11901, 12826]","['Jenkins', 'Tihomir Trifonov', 'Aaron Rosen', 'Liuqing Jing', 'Janet Yu', 'Nathan Manville', 'Rob Cresswell']"
https://review.opendev.org/132044,Add separate mirror for security ubuntu updates,Add separate mirror for security ubuntu updates Unfreeze only security updates for FUEL release Change-Id: I9f89f8c956af1032d6c46ab705fed54468d47610,8777,Roman Vyalov,"[3, 8971]","['Jenkins', 'Fuel CI']"
https://review.opendev.org/196564,networking-tricircle core plugin and security group,networking-tricircle core plugin and security group Initial implementation include option to use ML2 but it seem that it will be better to use a core plugin (more control) over the process Change-Id: I3838d4124c45ab022e583bdcb548ecf909fd4112,13070,Eran Gampel,"[3, 2023, 6598, 8646, 9684, 9778, 11343, 11819, 12076, 13070, 13629, 14249, 16853, 16911]","['Jenkins', 'Saggi Mizrahi', 'Berezovsky Irena', 'yangxurong', 'Jia Dong', 'Haojie Jia', 'Gal Sagie', 'Chaoyi Huang', 'Zhiyuan Cai', 'Eran Gampel', 'Zhipeng Huang', 'Lionel Zerbib', 'Ofer Ben-Yacov', 'HUAWEI CASCADE CI']"
https://review.opendev.org/160689,Raise an exception when adding an already associated security group,Raise an exception when adding an already associated security group Raises exception.SecurityGroupExistsForInstance when trying to add an already associated security group to instance. Change-Id: I72543f60d2cb603d40a6d4b625a97da234ffb7a1 Closes-bug: #1423168,4428,Liyingjun,"[3, 679, 782, 1653, 4428, 5170, 5638, 6062, 6802, 6873, 8556, 9008, 9578, 10118, 10385, 11103, 14358, 15286]","['Jenkins', 'Kevin L. Mitchell', 'John Garbutt', 'garyk', 'Liyingjun', 'Microsoft Hyper-V CI', 'Davanum Srinivas', 'jichencom', 'Joel Coffman', 'Matt Riedemann', 'Ghanshyam', 'VMware NSX CI', 'DB Datasets CI', 'IBM PowerKVM CI', 'Citrix XenServer CI', 'Intel PCI CI', 'Marian Horban', 'XenProject CI']"
https://review.opendev.org/184243,Add rate limit iptables security group firewall.,"Add rate limit iptables security group firewall. The driver is based on the iptables firewall. It is a beta-version for POC purpose and not yet implements log action. To use it, you need to have in the 'securitygroup' section: enable_security_group = true enable_extended_security_group = true firewall_driver = neutron.agent.linux.iptables_bf_firewall.IptablesBfFirewallDriver Change-Id: I8265abc96f70d2f5afabc0dcd1669cfb09c75f95 Partial-Implements: blueprint security-group-brute-force-prevention",14249,Lionel Zerbib,"[3, 105, 1131, 2023, 5170, 9681, 9682, 9732, 9751, 9787, 9845, 10121, 10153, 10184, 10387, 10692, 10965, 11343, 13070, 14208, 14212, 14213, 14214, 14215, 14216, 14323, 14571, 14605, 15296, 15444, 15894]","['Jenkins', 'Kyle Mestery', 'Brian Haley', 'Saggi Mizrahi', 'Microsoft Hyper-V CI', 'Ryu CI', 'OpenContrail CI', 'Mellanox CI', 'IBM DB2 CI', 'Big Switch CI', 'Arista CI', 'Metaplugin CI', 'One Convergence CI', 'Nuage CI', 'Freescale CI', 'Brocade Vyatta CI', 'Magesh GV', 'Gal Sagie', 'Eran Gampel', 'Cisco CI', 'Cisco Tail-f CI', 'Cisco N1kv CI', 'Cisco APIC CI', 'Cisco CSR1kv CI', 'Cisco vpnaas CI', 'HP Networking CI', 'Intel Experimental CI', 'vikram.choudhary', 'Brocade Openstack CI', 'Cisco FWaaS CI', 'Pluribus Networks CI']"
https://review.opendev.org/195141,Get rid of duplicated creation of security groups in test_volume_boot_pattern,"Get rid of duplicated creation of security groups in test_volume_boot_pattern It turns out that a security group in test test_volume_boot_pattern is created twice. The first security group is created in test itself, the second security group is created in the method _boot_instance_from_ volume(). This patch fixes it. Now the security group is created once. Change-Id: I99ec28a70591b346e2ea00c6e16af4e856721aa3",7428,Yaroslav Lobankov,"[3, 1192, 5803, 6167, 7227, 7350, 7428, 8556, 8871, 10385]","['Jenkins', 'David Kranz', 'Attila Fazekas', ""Ken'ichi Ohmichi"", 'Timur Nurlygayanov', 'Jordan Pittier', 'Yaroslav Lobankov', 'Ghanshyam', 'Elastic Recheck', 'Citrix XenServer CI']"
https://review.opendev.org/183060,Fixes bug with security groups rules in a dual stack network,Fixes bug with security groups rules in a dual stack network. The code to add provider rules doesn't cycle through all of the DHCP agent IPs. The code to add rules either correctly adds IPv4 rules or IPv6 rules depending on the order in which the DHCP agent IPs are got from the database. Change-Id: I29a0a47a6bb3cbeaaa52a5477c4324c6cf1a6d3c Closes-Bug: #1455093,8703,sridhar basam,"[3, 1955, 4395, 4656, 5170, 8645, 8703, 9656, 9682, 9787, 9820, 10068, 10153, 10387, 10692, 14212, 14213, 14214, 14215, 14216, 14571, 15443, 15444]","['Jenkins', 'Alan Pevec', 'Aaron Rosen', 'Sean M. Collins', 'Microsoft Hyper-V CI', 'Trinath Somanchi', 'sridhar basam', 'Ihar Hrachyshka', 'OpenContrail CI', 'Big Switch CI', 'Liping Mao', 'Welcome, new contributor!', 'One Convergence CI', 'Freescale CI', 'Brocade Vyatta CI', 'Cisco Tail-f CI', 'Cisco N1kv CI', 'Cisco APIC CI', 'Cisco CSR1kv CI', 'Cisco vpnaas CI', 'Intel Experimental CI', 'Cisco UCSM CI', 'Cisco FWaaS CI']"
https://review.opendev.org/196751,networking-tricircle core plugin and security group,networking-tricircle core plugin and security group Initial implementation include option to use ML2 but it seem that it will be better to use a core plugin (more control) over the process Change-Id: I3838d4124c45ab022e583bdcb548ecf909fd4112,13070,Eran Gampel,[3],['Jenkins']
https://review.opendev.org/192698,Add security repo for CentOS,Add security repo for CentOS Change-Id: Ie3c8098d6958650dd3c90ac3664937cfc6979f83 Partial-Bug: #1466080,7195,Matthew Mosesohn,"[3, 8749, 8786, 8789, 8907, 8971, 10391]","['Jenkins', 'Evgeniy L', 'Vladimir Kuklin', 'Dmitry Pyzhov', 'Dmitry Shulyak', 'Fuel CI', 'Ihor Kalnytskyi']"
https://review.opendev.org/157383,Display security group id in server details,Updated the code to display security group's uuid instead of name in 'nova show' Closes-Bug: 1394462 Change-Id: I7bc73cbc6801ce44bd6b8a1e0cbff9bac5c62e04,5334,Sushma Korati,"[3, 642, 679, 1849, 4690, 10068, 14173, 14314, 14428]","['Jenkins', 'Matt Dietz', 'Kevin L. Mitchell', 'Joe Gordon', 'melanie witt', 'Welcome, new contributor!', 'Sai Kiran', 'Bala Gopal Raj', 'Bharat Kumar Kobagana']"
https://review.opendev.org/188993,Add security group check when boot with port,"Add security group check when boot with port When create a vm with specified security group and ports,the security group is invalid.Because ports have their own security group.Perhaps users will be confused with this situation.They input security group parameter,but it doesn't work. This patch add security group check in api: 1.when boot only with port,it will return code 400 to show that security group is invalid and unnecessary. 2.when boot with both port and network,it will print a worning information in log files to point out that the security group is invalid with ports. Change-Id: If956731b2b82360f69bced78b05a473f9d5b86c9 Closes-bug:#1462393",15054,wangxiyuan,"[3, 5170, 9303, 9578, 10118, 10385, 15054, 15286, 15751]","['Jenkins', 'Microsoft Hyper-V CI', 'Abhishek Kekane', 'DB Datasets CI', 'IBM PowerKVM CI', 'Citrix XenServer CI', 'wangxiyuan', 'XenProject CI', 'Intel PCI CI']"
https://review.opendev.org/163294,Display ID column in the Security Group table,Display ID column in the Security Group table This patch set is to add ID column in the security group table. This is useful when there are multiple security group that has the same name. Change-Id: I5d4665a5d1fe6bd0c163721275c8e3c446788eae Closes-Bug: #1429866,14064,Kahou Lei,"[3, 1941, 8512, 12826, 14064]","['Jenkins', 'Lin Hua Cheng', 'Matt Farina', 'Rob Cresswell', 'Kahou Lei']"
https://review.opendev.org/186752,Add tox target for bandit security checks,Add tox target for bandit security checks Bandit is produced by the OpenStack security team to do static code analysis for security implementation failures. It tests the code base for ~30 common security problems in Python with more to come. run with: tox -e bandit Eventually we should have a check job that runs this target Change-Id: I14c34c2ec8db73179964282cc95df96bd9a600fa,5638,Davanum Srinivas,"[1849, 5170, 5638, 8119, 9578, 9732, 10118, 15286, 15751]","['Joe Gordon', 'Microsoft Hyper-V CI', 'Davanum Srinivas', 'Eric Brown', 'DB Datasets CI', 'Mellanox CI', 'IBM PowerKVM CI', 'XenProject CI', 'Intel PCI CI']"
https://review.opendev.org/186636,"Update port security group, relevant ipset member can't be updated","Update port security group, relevant ipset member can't be updated There is only 1 member named p1 in sg1.And 1 member named p2 in sg2. The sg2 can access sg1.So p2 can access p1. After p1 updated to sg3, and sg1 removed p1 from ipsets. But when sg update the ipsets, it can get the sg1 ip is none,and the logical exe set_members when exist ip in sg1,but now p1 had removed from sg1,so sg2 won't updated. Change-Id: Ib301d1d08ed7df14ba56ff7e9862be5b37e17481 Closes-bug:#1458786",15309,zhaobo,"[1131, 5170, 9682, 9845, 9846, 10153, 10184, 10692, 14208, 14323, 15296]","['Brian Haley', 'Microsoft Hyper-V CI', 'OpenContrail CI', 'Arista CI', 'IBM SDN-VE CI', 'One Convergence CI', 'Nuage CI', 'Brocade Vyatta CI', 'Cisco CI', 'HP Networking CI', 'Brocade Openstack CI']"
https://review.opendev.org/131694,Display protocol in security group rules,To display protocol of the security group rules in dashboard instance overview page Change-Id: I8d3c5089602aae9b77019259fa185f9a847ca472,13406,Sridevi,"[3, 979, 1955, 5623, 8090, 9622, 10068, 13325, 13406, 14151, 14967]","['Jenkins', 'Dave Walker', 'Alan Pevec', 'David Lyle', 'Chad Roberts', 'Cindy Lu', 'Welcome, new contributor!', 'Paul Karikh', 'Sridevi', 'ziyu032', 'Thiago Gomes']"
https://review.opendev.org/185827,"Update “tenant"" to “project"" in security guide",few changes in security guide added projects for tenant information Change-Id: I77d6ec363ecaa8990295c098dd4389621f2e854c,9382,Shilla Saebi,"[3, 12325]","['Jenkins', 'Nathaniel Dillon']"
https://review.opendev.org/156205,Add rate limiting security groups rules CLI extension,Add rate limiting security groups rules CLI extension. Change-Id: Ifefee97944059a0993e547a842c675c12be18120 Implements: blueprint security-group-brute-force-prevention-cli,14249,Lionel Zerbib,"[3, 105, 841, 14249, 14535]","['Jenkins', 'Kyle Mestery', 'Akihiro Motoki', 'Lionel Zerbib', 'Amit Saha']"
